user_id	Action	Adventure	Animation	Children	Comedy	Crime	Documentary	Drama	Fantasy	Film-Noir	Horror	Musical	Mystery	Romance	Sci-Fi	Thriller	War	Western	label
14	0.09	0.07	0.03	0.03	0.175	0.03	0.01	0.195	0.005	0.015	0.005	0.025	0.03	0.105	0.065	0.065	0.05	0.005	4
15	0.10328638497652583	0.056338028169014086	0.009389671361502348	0.03286384976525822	0.13145539906103287	0.028169014084507043	0.0	0.22535211267605634	0.014084507042253521	0.009389671361502348	0.009389671361502348	0.009389671361502348	0.03286384976525822	0.11737089201877934	0.056338028169014086	0.11737089201877934	0.046948356807511735	0.0	7
16	0.09933774834437085	0.039735099337748346	0.026490066225165563	0.03642384105960265	0.1291390728476821	0.06291390728476821	0.0	0.18543046357615894	0.0033112582781456954	0.019867549668874173	0.029801324503311258	0.033112582781456956	0.026490066225165563	0.08940397350993377	0.052980132450331126	0.11258278145695365	0.04304635761589404	0.009933774834437087	6
17	0.07272727272727272	0.07272727272727272	0.01818181818181818	0.05454545454545454	0.14545454545454545	0.03636363636363636	0.0	0.3090909090909091	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.05454545454545454	0.07272727272727272	0.07272727272727272	0.0	3
18	0.04844961240310078	0.03488372093023256	0.023255813953488372	0.03682170542635659	0.19767441860465115	0.023255813953488372	0.007751937984496124	0.27325581395348836	0.007751937984496124	0.007751937984496124	0.009689922480620155	0.046511627906976744	0.01744186046511628	0.13178294573643412	0.029069767441860465	0.044573643410852716	0.05232558139534884	0.007751937984496124	2
19	0.1111111111111111	0.06666666666666667	0.0	0.022222222222222223	0.26666666666666666	0.0	0.0	0.24444444444444444	0.0	0.0	0.044444444444444446	0.022222222222222223	0.0	0.1111111111111111	0.022222222222222223	0.044444444444444446	0.022222222222222223	0.022222222222222223	4
20	0.15702479338842976	0.10743801652892562	0.03305785123966942	0.06611570247933884	0.11570247933884298	0.01652892561983471	0.0	0.10743801652892562	0.01652892561983471	0.0	0.01652892561983471	0.03305785123966942	0.008264462809917356	0.06611570247933884	0.08264462809917356	0.10743801652892562	0.06611570247933884	0.0	9
21	0.10773480662983426	0.04419889502762431	0.024861878453038673	0.03314917127071823	0.08839779005524862	0.04143646408839779	0.0027624309392265192	0.1298342541436464	0.0055248618784530384	0.0055248618784530384	0.1685082872928177	0.019337016574585635	0.024861878453038673	0.04143646408839779	0.06353591160220995	0.18232044198895028	0.016574585635359115	0.0	5
22	0.21639344262295082	0.11475409836065574	0.0	0.02622950819672131	0.2360655737704918	0.02622950819672131	0.0	0.05245901639344262	0.003278688524590164	0.003278688524590164	0.01639344262295082	0.013114754098360656	0.009836065573770493	0.06229508196721312	0.08196721311475409	0.07540983606557378	0.04918032786885246	0.013114754098360656	1
23	0.11572700296735905	0.0830860534124629	0.032640949554896145	0.04451038575667656	0.14836795252225518	0.020771513353115726	0.002967359050445104	0.16023738872403562	0.005934718100890208	0.005934718100890208	0.01483679525222552	0.04747774480712166	0.01483679525222552	0.10089020771513353	0.08902077151335312	0.06231454005934718	0.03857566765578635	0.011869436201780416	9
24	0.058394160583941604	0.058394160583941604	0.0072992700729927005	0.0364963503649635	0.145985401459854	0.058394160583941604	0.0	0.27007299270072993	0.0	0.0	0.014598540145985401	0.021897810218978103	0.014598540145985401	0.11678832116788321	0.043795620437956206	0.10948905109489052	0.0364963503649635	0.0072992700729927005	7
25	0.11494252873563218	0.08620689655172414	0.05172413793103448	0.06321839080459771	0.14942528735632185	0.011494252873563218	0.0	0.14367816091954022	0.005747126436781609	0.005747126436781609	0.011494252873563218	0.034482758620689655	0.011494252873563218	0.06896551724137931	0.09770114942528736	0.08620689655172414	0.05172413793103448	0.005747126436781609	9
26	0.15555555555555556	0.07555555555555556	0.008888888888888889	0.017777777777777778	0.14666666666666667	0.04	0.0	0.18222222222222223	0.0	0.0044444444444444444	0.013333333333333334	0.0	0.02666666666666667	0.08888888888888889	0.07111111111111111	0.1288888888888889	0.035555555555555556	0.0044444444444444444	6
27	0.1724137931034483	0.06896551724137931	0.017241379310344827	0.017241379310344827	0.017241379310344827	0.017241379310344827	0.0	0.20689655172413793	0.0	0.0	0.034482758620689655	0.017241379310344827	0.017241379310344827	0.05172413793103448	0.06896551724137931	0.22413793103448276	0.06896551724137931	0.0	13
28	0.14130434782608695	0.08695652173913043	0.010869565217391304	0.016304347826086956	0.059782608695652176	0.03260869565217391	0.0	0.09782608695652174	0.005434782608695652	0.005434782608695652	0.11956521739130435	0.021739130434782608	0.016304347826086956	0.03804347826086957	0.14673913043478262	0.16847826086956522	0.02717391304347826	0.005434782608695652	5
29	0.12987012987012986	0.012987012987012988	0.012987012987012988	0.025974025974025976	0.09090909090909091	0.06493506493506493	0.0	0.19480519480519481	0.0	0.025974025974025976	0.012987012987012988	0.0	0.025974025974025976	0.05194805194805195	0.05194805194805195	0.22077922077922077	0.06493506493506493	0.012987012987012988	11
30	0.15789473684210525	0.12280701754385964	0.008771929824561403	0.043859649122807015	0.16666666666666666	0.02631578947368421	0.0	0.10526315789473684	0.008771929824561403	0.0	0.0	0.02631578947368421	0.008771929824561403	0.10526315789473684	0.08771929824561403	0.07894736842105263	0.043859649122807015	0.008771929824561403	1
31	0.0684931506849315	0.0410958904109589	0.0	0.0	0.0684931506849315	0.0547945205479452	0.0410958904109589	0.1780821917808219	0.0	0.0547945205479452	0.0136986301369863	0.0273972602739726	0.1232876712328767	0.136986301369863	0.0410958904109589	0.1232876712328767	0.0273972602739726	0.0	16
32	0.15151515151515152	0.10101010101010101	0.020202020202020204	0.020202020202020204	0.15151515151515152	0.04040404040404041	0.0	0.1414141414141414	0.0	0.0	0.020202020202020204	0.0	0.020202020202020204	0.08080808080808081	0.09090909090909091	0.1111111111111111	0.050505050505050504	0.0	6
33	0.18032786885245902	0.01639344262295082	0.0	0.0	0.01639344262295082	0.04918032786885246	0.0	0.14754098360655737	0.0	0.0	0.08196721311475409	0.0	0.08196721311475409	0.06557377049180328	0.06557377049180328	0.2459016393442623	0.04918032786885246	0.0	13
34	0.02564102564102564	0.0	0.0	0.02564102564102564	0.10256410256410256	0.1282051282051282	0.0	0.3333333333333333	0.0	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.05128205128205128	0.07692307692307693	0.0	0.10256410256410256	0.07692307692307693	0.0	3
35	0.19298245614035087	0.07017543859649122	0.0	0.05263157894736842	0.12280701754385964	0.03508771929824561	0.0	0.12280701754385964	0.0	0.0	0.0	0.0	0.07017543859649122	0.05263157894736842	0.05263157894736842	0.19298245614035087	0.03508771929824561	0.0	13
36	0.06976744186046512	0.023255813953488372	0.0	0.046511627906976744	0.13953488372093023	0.023255813953488372	0.0	0.18604651162790697	0.0	0.0	0.09302325581395349	0.046511627906976744	0.09302325581395349	0.11627906976744186	0.023255813953488372	0.13953488372093023	0.0	0.0	16
37	0.32679738562091504	0.13071895424836602	0.0	0.0	0.0196078431372549	0.058823529411764705	0.0	0.0457516339869281	0.006535947712418301	0.006535947712418301	0.0196078431372549	0.0	0.006535947712418301	0.058823529411764705	0.1111111111111111	0.17647058823529413	0.032679738562091505	0.0	14
38	0.12030075187969924	0.08646616541353383	0.03759398496240601	0.11278195488721804	0.16165413533834586	0.007518796992481203	0.0	0.09022556390977443	0.011278195488721804	0.0037593984962406013	0.06766917293233082	0.045112781954887216	0.011278195488721804	0.06766917293233082	0.05639097744360902	0.09022556390977443	0.02631578947368421	0.0037593984962406013	8
39	0.08695652173913043	0.0	0.0	0.0	0.15217391304347827	0.043478260869565216	0.0	0.2391304347826087	0.0	0.021739130434782608	0.043478260869565216	0.043478260869565216	0.06521739130434782	0.08695652173913043	0.043478260869565216	0.17391304347826086	0.0	0.0	16
40	0.1111111111111111	0.027777777777777776	0.0	0.027777777777777776	0.1527777777777778	0.041666666666666664	0.0	0.25	0.0	0.013888888888888888	0.013888888888888888	0.0	0.041666666666666664	0.041666666666666664	0.06944444444444445	0.1527777777777778	0.05555555555555555	0.0	7
41	0.10084033613445378	0.04201680672268908	0.01680672268907563	0.025210084033613446	0.15966386554621848	0.03361344537815126	0.0	0.20168067226890757	0.008403361344537815	0.0	0.0	0.01680672268907563	0.01680672268907563	0.1092436974789916	0.07563025210084033	0.08403361344537816	0.09243697478991597	0.01680672268907563	4
42	0.11082474226804123	0.07989690721649484	0.03350515463917526	0.05412371134020619	0.15206185567010308	0.015463917525773196	0.002577319587628866	0.17010309278350516	0.01288659793814433	0.0	0.020618556701030927	0.03350515463917526	0.01288659793814433	0.11082474226804123	0.06443298969072164	0.09278350515463918	0.02577319587628866	0.007731958762886598	4
43	0.10365853658536585	0.056910569105691054	0.04065040650406504	0.054878048780487805	0.17682926829268292	0.034552845528455285	0.0020325203252032522	0.16463414634146342	0.012195121951219513	0.0020325203252032522	0.014227642276422764	0.032520325203252036	0.016260162601626018	0.12195121951219512	0.04065040650406504	0.08130081300813008	0.036585365853658534	0.008130081300813009	4
44	0.12121212121212122	0.09366391184573003	0.030303030303030304	0.0440771349862259	0.12121212121212122	0.027548209366391185	0.0027548209366391185	0.14049586776859505	0.005509641873278237	0.0027548209366391185	0.030303030303030304	0.03856749311294766	0.02203856749311295	0.06887052341597796	0.10192837465564739	0.09366391184573003	0.049586776859504134	0.005509641873278237	9
45	0.09090909090909091	0.10909090909090909	0.045454545454545456	0.07272727272727272	0.21818181818181817	0.03636363636363636	0.0	0.10909090909090909	0.02727272727272727	0.00909090909090909	0.00909090909090909	0.03636363636363636	0.0	0.08181818181818182	0.06363636363636363	0.06363636363636363	0.02727272727272727	0.0	8
46	0.11594202898550725	0.043478260869565216	0.014492753623188406	0.028985507246376812	0.043478260869565216	0.07246376811594203	0.0	0.21739130434782608	0.0	0.0	0.028985507246376812	0.014492753623188406	0.057971014492753624	0.11594202898550725	0.043478260869565216	0.13043478260869565	0.07246376811594203	0.0	0
47	0.023255813953488372	0.023255813953488372	0.0	0.023255813953488372	0.11627906976744186	0.06976744186046512	0.023255813953488372	0.27906976744186046	0.0	0.023255813953488372	0.046511627906976744	0.023255813953488372	0.11627906976744186	0.06976744186046512	0.023255813953488372	0.11627906976744186	0.023255813953488372	0.0	3
48	0.09027777777777778	0.0763888888888889	0.006944444444444444	0.04861111111111111	0.11805555555555555	0.04861111111111111	0.006944444444444444	0.20833333333333334	0.013888888888888888	0.027777777777777776	0.013888888888888888	0.027777777777777776	0.034722222222222224	0.06944444444444445	0.04861111111111111	0.08333333333333333	0.06944444444444445	0.006944444444444444	7
49	0.08131868131868132	0.04395604395604396	0.046153846153846156	0.06373626373626373	0.1934065934065934	0.054945054945054944	0.004395604395604396	0.15604395604395604	0.01098901098901099	0.006593406593406593	0.03956043956043956	0.03736263736263736	0.017582417582417582	0.07692307692307693	0.06153846153846154	0.09010989010989011	0.015384615384615385	0.0	4
50	0.0	0.0	0.0	0.0	0.044444444444444446	0.1111111111111111	0.022222222222222223	0.37777777777777777	0.0	0.022222222222222223	0.044444444444444446	0.022222222222222223	0.06666666666666667	0.17777777777777778	0.0	0.08888888888888889	0.022222222222222223	0.0	17
51	0.15	0.16666666666666666	0.0	0.016666666666666666	0.08333333333333333	0.016666666666666666	0.0	0.15	0.0	0.0	0.016666666666666666	0.05	0.03333333333333333	0.13333333333333333	0.06666666666666667	0.05	0.05	0.016666666666666666	9
52	0.08181818181818182	0.06363636363636363	0.02727272727272727	0.03636363636363636	0.10909090909090909	0.02727272727272727	0.0	0.2727272727272727	0.0	0.01818181818181818	0.00909090909090909	0.02727272727272727	0.03636363636363636	0.08181818181818182	0.07272727272727272	0.08181818181818182	0.05454545454545454	0.0	7
53	0.22058823529411764	0.1323529411764706	0.0	0.014705882352941176	0.07352941176470588	0.058823529411764705	0.0	0.11764705882352941	0.0	0.0	0.0	0.0	0.0	0.07352941176470588	0.1323529411764706	0.11764705882352941	0.058823529411764705	0.0	15
54	0.17791411042944785	0.09202453987730061	0.018404907975460124	0.018404907975460124	0.06748466257668712	0.05521472392638037	0.006134969325153374	0.12883435582822086	0.012269938650306749	0.012269938650306749	0.018404907975460124	0.0	0.049079754601226995	0.06134969325153374	0.06748466257668712	0.18404907975460122	0.03067484662576687	0.0	13
55	0.288135593220339	0.15254237288135594	0.0	0.0	0.01694915254237288	0.05084745762711865	0.0	0.06779661016949153	0.0	0.01694915254237288	0.0	0.0	0.01694915254237288	0.05084745762711865	0.1016949152542373	0.1694915254237288	0.06779661016949153	0.0	14
56	0.1583710407239819	0.09276018099547512	0.04072398190045249	0.05656108597285068	0.1832579185520362	0.01583710407239819	0.0	0.08823529411764706	0.00904977375565611	0.0022624434389140274	0.02262443438914027	0.029411764705882353	0.006787330316742082	0.08144796380090498	0.083710407239819	0.08823529411764706	0.027149321266968326	0.013574660633484163	1
57	0.1409090909090909	0.08181818181818182	0.022727272727272728	0.05454545454545454	0.20909090909090908	0.03636363636363636	0.0	0.1	0.013636363636363636	0.0	0.00909090909090909	0.013636363636363636	0.00909090909090909	0.05909090909090909	0.08636363636363636	0.12272727272727273	0.04090909090909091	0.0	1
58	0.07961783439490445	0.050955414012738856	0.01910828025477707	0.01910828025477707	0.18789808917197454	0.044585987261146494	0.01592356687898089	0.21337579617834396	0.0031847133757961785	0.009554140127388535	0.009554140127388535	0.009554140127388535	0.022292993630573247	0.1178343949044586	0.05732484076433121	0.09554140127388536	0.041401273885350316	0.0031847133757961785	4
59	0.09492847854356307	0.05721716514954486	0.022106631989596878	0.04031209362808843	0.13914174252275682	0.02990897269180754	0.005201560468140442	0.2106631989596879	0.006501950585175552	0.015604681404421327	0.032509752925877766	0.027308192457737322	0.02080624187256177	0.09752925877763328	0.05071521456436931	0.09232769830949285	0.04291287386215865	0.014304291287386216	4
60	0.09767441860465116	0.06744186046511629	0.013953488372093023	0.044186046511627906	0.1186046511627907	0.018604651162790697	0.0	0.19767441860465115	0.011627906976744186	0.01627906976744186	0.027906976744186046	0.04186046511627907	0.03488372093023256	0.08372093023255814	0.06976744186046512	0.08837209302325581	0.05581395348837209	0.011627906976744186	7
61	0.13636363636363635	0.06818181818181818	0.0	0.045454545454545456	0.13636363636363635	0.022727272727272728	0.0	0.1590909090909091	0.0	0.0	0.0	0.0	0.09090909090909091	0.06818181818181818	0.045454545454545456	0.18181818181818182	0.045454545454545456	0.0	16
62	0.12598425196850394	0.08267716535433071	0.00984251968503937	0.027559055118110236	0.11811023622047244	0.025590551181102362	0.003937007874015748	0.2125984251968504	0.007874015748031496	0.005905511811023622	0.01968503937007874	0.021653543307086614	0.013779527559055118	0.1062992125984252	0.0688976377952756	0.09448818897637795	0.051181102362204724	0.003937007874015748	0
63	0.08426966292134831	0.0449438202247191	0.028089887640449437	0.0449438202247191	0.17415730337078653	0.02247191011235955	0.0056179775280898875	0.23595505617977527	0.0	0.0056179775280898875	0.0056179775280898875	0.02247191011235955	0.028089887640449437	0.10674157303370786	0.0449438202247191	0.11797752808988764	0.028089887640449437	0.0	4
64	0.13215859030837004	0.08149779735682819	0.019823788546255508	0.04185022026431718	0.12334801762114538	0.03524229074889868	0.011013215859030838	0.17180616740088106	0.00881057268722467	0.0022026431718061676	0.02643171806167401	0.028634361233480177	0.013215859030837005	0.07929515418502203	0.07268722466960352	0.08590308370044053	0.05726872246696035	0.00881057268722467	9
65	0.06707317073170732	0.042682926829268296	0.006097560975609756	0.018292682926829267	0.17682926829268292	0.03048780487804878	0.012195121951219513	0.2804878048780488	0.006097560975609756	0.0	0.006097560975609756	0.0	0.03048780487804878	0.1402439024390244	0.054878048780487805	0.054878048780487805	0.04878048780487805	0.024390243902439025	2
66	0.1797752808988764	0.10112359550561797	0.011235955056179775	0.011235955056179775	0.10112359550561797	0.033707865168539325	0.0	0.15730337078651685	0.0	0.0	0.011235955056179775	0.011235955056179775	0.011235955056179775	0.0898876404494382	0.0898876404494382	0.1348314606741573	0.056179775280898875	0.0	15
67	0.2	0.1	0.03333333333333333	0.03333333333333333	0.25	0.03333333333333333	0.0	0.06666666666666667	0.016666666666666666	0.0	0.03333333333333333	0.0	0.016666666666666666	0.03333333333333333	0.05	0.1	0.03333333333333333	0.0	1
68	0.11842105263157894	0.06578947368421052	0.013157894736842105	0.013157894736842105	0.10526315789473684	0.013157894736842105	0.0	0.23684210526315788	0.013157894736842105	0.0	0.013157894736842105	0.013157894736842105	0.013157894736842105	0.14473684210526316	0.07894736842105263	0.07894736842105263	0.07894736842105263	0.0	7
69	0.13793103448275862	0.05517241379310345	0.006896551724137931	0.006896551724137931	0.08275862068965517	0.07586206896551724	0.013793103448275862	0.19310344827586207	0.0	0.006896551724137931	0.027586206896551724	0.006896551724137931	0.034482758620689655	0.07586206896551724	0.06896551724137931	0.16551724137931034	0.041379310344827586	0.0	0
70	0.13994169096209913	0.10787172011661808	0.0641399416909621	0.09912536443148688	0.12244897959183673	0.014577259475218658	0.0058309037900874635	0.08163265306122448	0.01749271137026239	0.0029154518950437317	0.02040816326530612	0.061224489795918366	0.011661807580174927	0.05830903790087463	0.09912536443148688	0.061224489795918366	0.03206997084548105	0.0	8
71	0.0759493670886076	0.0759493670886076	0.0	0.012658227848101266	0.10126582278481013	0.06329113924050633	0.0	0.2911392405063291	0.0	0.02531645569620253	0.0	0.012658227848101266	0.02531645569620253	0.10126582278481013	0.10126582278481013	0.05063291139240506	0.05063291139240506	0.012658227848101266	7
72	0.1513157894736842	0.07894736842105263	0.003289473684210526	0.006578947368421052	0.06578947368421052	0.05263157894736842	0.006578947368421052	0.22039473684210525	0.003289473684210526	0.019736842105263157	0.006578947368421052	0.003289473684210526	0.039473684210526314	0.06578947368421052	0.06907894736842106	0.13157894736842105	0.05921052631578947	0.01644736842105263	0
73	0.07575757575757576	0.030303030303030304	0.022727272727272728	0.030303030303030304	0.12878787878787878	0.05303030303030303	0.015151515151515152	0.23484848484848486	0.0	0.015151515151515152	0.015151515151515152	0.015151515151515152	0.015151515151515152	0.09090909090909091	0.09848484848484848	0.11363636363636363	0.045454545454545456	0.0	7
74	0.0875	0.025	0.0	0.0125	0.075	0.05	0.0125	0.275	0.0	0.0125	0.0375	0.0	0.075	0.0875	0.05	0.15	0.05	0.0	11
75	0.11688311688311688	0.06493506493506493	0.03896103896103896	0.045454545454545456	0.22727272727272727	0.032467532467532464	0.0	0.12987012987012986	0.01948051948051948	0.0	0.012987012987012988	0.012987012987012988	0.01948051948051948	0.07792207792207792	0.045454545454545456	0.12337662337662338	0.032467532467532464	0.0	1
76	0.0658682634730539	0.03592814371257485	0.0	0.0	0.0718562874251497	0.08383233532934131	0.005988023952095809	0.2754491017964072	0.0	0.005988023952095809	0.023952095808383235	0.005988023952095809	0.05389221556886228	0.10778443113772455	0.10778443113772455	0.11377245508982035	0.03592814371257485	0.005988023952095809	7
77	0.1588235294117647	0.10588235294117647	0.0058823529411764705	0.01764705882352941	0.09411764705882353	0.023529411764705882	0.0	0.18235294117647058	0.0	0.011764705882352941	0.011764705882352941	0.01764705882352941	0.01764705882352941	0.08235294117647059	0.1	0.08235294117647059	0.08235294117647059	0.0058823529411764705	9
78	0.07894736842105263	0.02631578947368421	0.0	0.0	0.3157894736842105	0.02631578947368421	0.02631578947368421	0.15789473684210525	0.02631578947368421	0.0	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.10526315789473684	0.07894736842105263	0.07894736842105263	0.0	0.0	10
79	0.05825242718446602	0.02912621359223301	0.009708737864077669	0.009708737864077669	0.13592233009708737	0.019417475728155338	0.019417475728155338	0.36893203883495146	0.0	0.0	0.009708737864077669	0.009708737864077669	0.02912621359223301	0.13592233009708737	0.04854368932038835	0.06796116504854369	0.04854368932038835	0.0	17
80	0.07142857142857142	0.017857142857142856	0.0	0.017857142857142856	0.10714285714285714	0.03571428571428571	0.0	0.32142857142857145	0.017857142857142856	0.0	0.03571428571428571	0.0	0.017857142857142856	0.14285714285714285	0.05357142857142857	0.08928571428571429	0.07142857142857142	0.0	3
81	0.08771929824561403	0.043859649122807015	0.03508771929824561	0.043859649122807015	0.21052631578947367	0.02631578947368421	0.0	0.20175438596491227	0.008771929824561403	0.0	0.017543859649122806	0.03508771929824561	0.017543859649122806	0.09649122807017543	0.03508771929824561	0.11403508771929824	0.02631578947368421	0.0	4
82	0.08645533141210375	0.07204610951008646	0.040345821325648415	0.06628242074927954	0.15561959654178675	0.025936599423631124	0.002881844380403458	0.16714697406340057	0.008645533141210375	0.008645533141210375	0.02881844380403458	0.03170028818443804	0.025936599423631124	0.09221902017291066	0.04610951008645533	0.07780979827089338	0.05187319884726225	0.011527377521613832	4
83	0.13333333333333333	0.08405797101449275	0.017391304347826087	0.08405797101449275	0.2144927536231884	0.014492753623188406	0.0	0.12173913043478261	0.017391304347826087	0.0	0.011594202898550725	0.017391304347826087	0.017391304347826087	0.09565217391304348	0.03768115942028986	0.0927536231884058	0.034782608695652174	0.005797101449275362	1
84	0.11564625850340136	0.047619047619047616	0.02040816326530612	0.04081632653061224	0.1564625850340136	0.04081632653061224	0.0	0.17687074829931973	0.006802721088435374	0.006802721088435374	0.0	0.02040816326530612	0.02040816326530612	0.10204081632653061	0.034013605442176874	0.14965986394557823	0.05442176870748299	0.006802721088435374	6
85	0.08214285714285714	0.05714285714285714	0.017857142857142856	0.04107142857142857	0.15535714285714286	0.019642857142857142	0.0035714285714285713	0.2714285714285714	0.0035714285714285713	0.008928571428571428	0.007142857142857143	0.04285714285714286	0.025	0.09285714285714286	0.04642857142857143	0.05178571428571429	0.05892857142857143	0.014285714285714285	7
86	0.10869565217391304	0.021739130434782608	0.0	0.043478260869565216	0.15217391304347827	0.021739130434782608	0.0	0.17391304347826086	0.0	0.0	0.021739130434782608	0.043478260869565216	0.043478260869565216	0.13043478260869565	0.043478260869565216	0.10869565217391304	0.08695652173913043	0.0	4
87	0.1662971175166297	0.07317073170731707	0.0	0.017738359201773836	0.25055432372505543	0.04212860310421286	0.004434589800443459	0.1130820399113082	0.008869179600886918	0.004434589800443459	0.008869179600886918	0.017738359201773836	0.004434589800443459	0.08869179600886919	0.06651884700665188	0.06873614190687362	0.04212860310421286	0.022172949002217297	1
88	0.08888888888888889	0.0	0.0	0.044444444444444446	0.15555555555555556	0.044444444444444446	0.0	0.26666666666666666	0.022222222222222223	0.022222222222222223	0.0	0.022222222222222223	0.022222222222222223	0.13333333333333333	0.0	0.1111111111111111	0.06666666666666667	0.0	3
89	0.07051282051282051	0.05128205128205128	0.01282051282051282	0.01282051282051282	0.23717948717948717	0.019230769230769232	0.00641025641025641	0.25	0.0	0.0	0.0	0.00641025641025641	0.00641025641025641	0.23717948717948717	0.04487179487179487	0.019230769230769232	0.02564102564102564	0.0	12
90	0.056776556776556776	0.027472527472527472	0.0018315018315018315	0.016483516483516484	0.14285714285714285	0.03663003663003663	0.01098901098901099	0.31684981684981683	0.003663003663003663	0.014652014652014652	0.014652014652014652	0.023809523809523808	0.0347985347985348	0.12637362637362637	0.020146520146520148	0.08974358974358974	0.05311355311355311	0.009157509157509158	3
91	0.14666666666666667	0.08	0.013333333333333334	0.02666666666666667	0.04888888888888889	0.03111111111111111	0.0	0.20444444444444446	0.0044444444444444444	0.008888888888888889	0.02666666666666667	0.02666666666666667	0.04	0.06666666666666667	0.07111111111111111	0.10666666666666667	0.08444444444444445	0.013333333333333334	0
92	0.12469733656174334	0.06658595641646489	0.018159806295399514	0.029055690072639227	0.15738498789346247	0.039951573849878935	0.004842615012106538	0.16101694915254236	0.007263922518159807	0.004842615012106538	0.03389830508474576	0.021791767554479417	0.018159806295399514	0.08353510895883777	0.06779661016949153	0.12227602905569007	0.03268765133171913	0.006053268765133172	6
